clip_id,stratum,group,tier,endpoint,seed,path,T,a_idx,b_idx,two_sided,md5,static_pix,twin_clip_id,prompt_cat,grid,notes
probe_r2__P27H__s42,S-PROBE,R2,high,live_concert_4,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P27H__s42.mp4,121,8,113,True,ac8812027c006aa990581ce5e7aea2f7,False,probe__P27H__live_concert_4__s42,full,,prompt_id=P27H
probe_r3__P27H__s42,S-PROBE,R3,high,live_concert_4,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P27H__s42.mp4,121,8,113,True,c81884bdbf58242f6d0e177625a712c3,False,probe__P27H__live_concert_4__s42,captions,,prompt_id=P27H
probe__P27H__live_concert_4__s43,S-PROBE,R1,high,live_concert_4,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P27H__live_concert_4__s43.mp4,121,8,120,False,e55182e7da356e8ae08236d24804981f,False,,full,,prompt_id=P27H;witness
probe_r2__P27H__s43,S-PROBE,R2,high,live_concert_4,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P27H__s43.mp4,121,8,113,True,d126138fbe77bfe34ef18ead001fe08d,False,probe__P27H__live_concert_4__s43,full,,prompt_id=P27H
probe_r3__P27H__s43,S-PROBE,R3,high,live_concert_4,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P27H__s43.mp4,121,8,113,True,ce90380907332453f3f3f47421e27ddb,False,probe__P27H__live_concert_4__s43,captions,,prompt_id=P27H
probe__P27H__live_concert_4__s44,S-PROBE,R1,high,live_concert_4,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P27H__live_concert_4__s44.mp4,121,8,120,False,c745102a7793119116172183e00fc712,False,,full,,prompt_id=P27H;witness
probe_r2__P27H__s44,S-PROBE,R2,high,live_concert_4,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P27H__s44.mp4,121,8,113,True,95c15ec3086a292bf547ab6dd09899b6,False,probe__P27H__live_concert_4__s44,full,,prompt_id=P27H
probe_r3__P27H__s44,S-PROBE,R3,high,live_concert_4,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P27H__s44.mp4,121,8,113,True,4e9accf1e4e1398c1796ebc9697dc795,False,probe__P27H__live_concert_4__s44,captions,,prompt_id=P27H
probe__P28H__animalization_0__s42,S-PROBE,R1,high,animalization_0,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P28H__animalization_0__s42.mp4,121,8,120,False,baac5d27d5f0c8569873b1225dc6dd9a,False,,full,,prompt_id=P28H;witness
probe_r2__P28H__s42,S-PROBE,R2,high,animalization_0,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P28H__s42.mp4,121,8,113,True,5c1104c88adcc765c0cd5cfa3401d5e1,False,probe__P28H__animalization_0__s42,full,,prompt_id=P28H
probe_r3__P28H__s42,S-PROBE,R3,high,animalization_0,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P28H__s42.mp4,121,8,113,True,6de1127fc15d98423416ef5f6799927c,False,probe__P28H__animalization_0__s42,captions,,prompt_id=P28H
probe__P28H__animalization_0__s43,S-PROBE,R1,high,animalization_0,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P28H__animalization_0__s43.mp4,121,8,120,False,9d1afb565f933640d5f4979cf8098604,False,,full,,prompt_id=P28H;witness
probe_r2__P28H__s43,S-PROBE,R2,high,animalization_0,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P28H__s43.mp4,121,8,113,True,d75947efac47a0d006d59fb3f57d76b9,False,probe__P28H__animalization_0__s43,full,,prompt_id=P28H
probe_r3__P28H__s43,S-PROBE,R3,high,animalization_0,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P28H__s43.mp4,121,8,113,True,f7566fd7270661c954808ce10bf42c8d,False,probe__P28H__animalization_0__s43,captions,,prompt_id=P28H
probe__P28H__animalization_0__s44,S-PROBE,R1,high,animalization_0,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P28H__animalization_0__s44.mp4,121,8,120,False,27eb81a1e6a9b76f716849f6343d36bf,False,,full,,prompt_id=P28H;witness
probe_r2__P28H__s44,S-PROBE,R2,high,animalization_0,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P28H__s44.mp4,121,8,113,True,0ae9e032131d6680474e37b7eb5be0f6,False,probe__P28H__animalization_0__s44,full,,prompt_id=P28H
probe_r3__P28H__s44,S-PROBE,R3,high,animalization_0,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P28H__s44.mp4,121,8,113,True,9654f1658f304afd29c80d5649187cdb,False,probe__P28H__animalization_0__s44,captions,,prompt_id=P28H
probe__P29H__shadow_3__s42,S-PROBE,R1,high,shadow_3,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P29H__shadow_3__s42.mp4,121,8,120,False,4dbe90a3f0389d17b96bdfbb17c1a2ce,False,,full,,prompt_id=P29H;witness
probe_r2__P29H__s42,S-PROBE,R2,high,shadow_3,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P29H__s42.mp4,121,8,113,True,14300b01666f10e9aaab3ae14c019969,False,probe__P29H__shadow_3__s42,full,,prompt_id=P29H
probe_r3__P29H__s42,S-PROBE,R3,high,shadow_3,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P29H__s42.mp4,121,8,113,True,ce69e98118bfe7fb9d4cf806b5a39b7b,False,probe__P29H__shadow_3__s42,captions,,prompt_id=P29H
probe__P29H__shadow_3__s43,S-PROBE,R1,high,shadow_3,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P29H__shadow_3__s43.mp4,121,8,120,False,c9833bb52a061edd21f39a8567d21708,False,,full,,prompt_id=P29H;witness
probe_r2__P29H__s43,S-PROBE,R2,high,shadow_3,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P29H__s43.mp4,121,8,113,True,432c500c8d49ce768e0ebc9b20305677,False,probe__P29H__shadow_3__s43,full,,prompt_id=P29H
probe_r3__P29H__s43,S-PROBE,R3,high,shadow_3,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P29H__s43.mp4,121,8,113,True,8e781bd47ca5b53c2e871367a4bee0e9,False,probe__P29H__shadow_3__s43,captions,,prompt_id=P29H
probe__P29H__shadow_3__s44,S-PROBE,R1,high,shadow_3,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P29H__shadow_3__s44.mp4,121,8,120,False,cb4f34d339dbccf87024dd1fdeae3a4f,False,,full,,prompt_id=P29H;witness
probe_r2__P29H__s44,S-PROBE,R2,high,shadow_3,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P29H__s44.mp4,121,8,113,True,ad92d4c4cb7752b3ef3da39df39666e6,False,probe__P29H__shadow_3__s44,full,,prompt_id=P29H
probe_r3__P29H__s44,S-PROBE,R3,high,shadow_3,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P29H__s44.mp4,121,8,113,True,435c83b7f6ec76ddd8ace775934291ac,False,probe__P29H__shadow_3__s44,captions,,prompt_id=P29H
probe__P30H__gas_transformation_1__s42,S-PROBE,R1,high,gas_transformation_1,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P30H__gas_transformation_1__s42.mp4,121,8,120,False,2cc6720fd7838fc40fa43f643de10574,False,,full,,prompt_id=P30H;witness
probe_r2__P30H__s42,S-PROBE,R2,high,gas_transformation_1,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P30H__s42.mp4,121,8,113,True,6bbd05ea80c611ef951a679aabd9c8c0,False,probe__P30H__gas_transformation_1__s42,full,,prompt_id=P30H
probe_r3__P30H__s42,S-PROBE,R3,high,gas_transformation_1,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P30H__s42.mp4,121,8,113,True,57469919a914c0e953a3eb620fa86006,False,probe__P30H__gas_transformation_1__s42,captions,,prompt_id=P30H
probe__P30H__gas_transformation_1__s43,S-PROBE,R1,high,gas_transformation_1,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P30H__gas_transformation_1__s43.mp4,121,8,120,False,3b007e29bcf40a32b24b6ab49e8994cf,False,,full,,prompt_id=P30H;witness
probe_r2__P30H__s43,S-PROBE,R2,high,gas_transformation_1,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P30H__s43.mp4,121,8,113,True,d5dd844735a85f96ce453add8c495fae,False,probe__P30H__gas_transformation_1__s43,full,,prompt_id=P30H
probe_r3__P30H__s43,S-PROBE,R3,high,gas_transformation_1,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P30H__s43.mp4,121,8,113,True,32cafc21df7a98ccbb6380a4128b612d,False,probe__P30H__gas_transformation_1__s43,captions,,prompt_id=P30H
probe__P30H__gas_transformation_1__s44,S-PROBE,R1,high,gas_transformation_1,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P30H__gas_transformation_1__s44.mp4,121,8,120,False,ac68011cdd9afa4bda79900e0cc5fdf0,False,,full,,prompt_id=P30H;witness
probe_r2__P30H__s44,S-PROBE,R2,high,gas_transformation_1,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P30H__s44.mp4,121,8,113,True,1e087fe2146d77f5467417481b44175b,False,probe__P30H__gas_transformation_1__s44,full,,prompt_id=P30H
probe_r3__P30H__s44,S-PROBE,R3,high,gas_transformation_1,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P30H__s44.mp4,121,8,113,True,12e89761f27d9dd3085085a1fa30606a,False,probe__P30H__gas_transformation_1__s44,captions,,prompt_id=P30H
probe__P01L__wireframe_7__s42,S-PROBE,R1,inplace,wireframe_7,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P01L__wireframe_7__s42.mp4,121,8,120,False,b95672c5cb20f8e568d37794710c3e87,False,,full,,prompt_id=P01L;witness
probe_r2__P01L__s42,S-PROBE,R2,inplace,wireframe_7,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P01L__s42.mp4,121,8,113,True,798792bd444f6bc33f0644e6a973070f,False,probe__P01L__wireframe_7__s42,full,,prompt_id=P01L
probe_r3__P01L__s42,S-PROBE,R3,inplace,wireframe_7,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P01L__s42.mp4,121,8,113,True,e701a0bd9b571edeb29ef4544c6bb83d,False,probe__P01L__wireframe_7__s42,captions,,prompt_id=P01L
probe__P01L__wireframe_7__s43,S-PROBE,R1,inplace,wireframe_7,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P01L__wireframe_7__s43.mp4,121,8,120,False,5d85183089fbdfe293c22ea008782ab8,False,,full,,prompt_id=P01L;witness
probe_r2__P01L__s43,S-PROBE,R2,inplace,wireframe_7,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P01L__s43.mp4,121,8,113,True,b0175f05eeba36fe2225274e012b8069,False,probe__P01L__wireframe_7__s43,full,,prompt_id=P01L
probe_r3__P01L__s43,S-PROBE,R3,inplace,wireframe_7,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P01L__s43.mp4,121,8,113,True,3b46ff1ff13f7fed83c057afec598127,False,probe__P01L__wireframe_7__s43,captions,,prompt_id=P01L
probe__P01L__wireframe_7__s44,S-PROBE,R1,inplace,wireframe_7,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P01L__wireframe_7__s44.mp4,121,8,120,False,7b4b339d645d04c717f1d409fc79964b,False,,full,,prompt_id=P01L;witness
probe_r2__P01L__s44,S-PROBE,R2,inplace,wireframe_7,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P01L__s44.mp4,121,8,113,True,38ca29051a3ff2c2bb7c3966d71d43d2,False,probe__P01L__wireframe_7__s44,full,,prompt_id=P01L
probe_r3__P01L__s44,S-PROBE,R3,inplace,wireframe_7,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P01L__s44.mp4,121,8,113,True,a76f62d5b657d17bd16be64a4d585131,False,probe__P01L__wireframe_7__s44,captions,,prompt_id=P01L
probe__P06L__explosion_0__s42,S-PROBE,R1,inplace,explosion_0,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P06L__explosion_0__s42.mp4,121,8,120,False,9fee8362006989acb675430b7f85508e,False,,full,,prompt_id=P06L;witness
probe_r2__P06L__s42,S-PROBE,R2,inplace,explosion_0,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P06L__s42.mp4,121,8,113,True,39054f6d11a04693400242099779279c,False,probe__P06L__explosion_0__s42,full,,prompt_id=P06L
probe_r3__P06L__s42,S-PROBE,R3,inplace,explosion_0,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P06L__s42.mp4,121,8,113,True,80fde4f6efa01fa9ef0f4650686b54c0,False,probe__P06L__explosion_0__s42,captions,,prompt_id=P06L
probe__P06L__explosion_0__s43,S-PROBE,R1,inplace,explosion_0,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P06L__explosion_0__s43.mp4,121,8,120,False,48681a803ac716a997d6aa34f543ef31,False,,full,,prompt_id=P06L;witness
probe_r2__P06L__s43,S-PROBE,R2,inplace,explosion_0,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P06L__s43.mp4,121,8,113,True,faec59d6ff09d71aed12300b28898d85,False,probe__P06L__explosion_0__s43,full,,prompt_id=P06L
probe_r3__P06L__s43,S-PROBE,R3,inplace,explosion_0,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P06L__s43.mp4,121,8,113,True,4141e7c06b7a7733a25926c3c6b60065,False,probe__P06L__explosion_0__s43,captions,,prompt_id=P06L
probe__P06L__explosion_0__s44,S-PROBE,R1,inplace,explosion_0,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P06L__explosion_0__s44.mp4,121,8,120,False,35db6cd9433b941d99d4aa2059b2c134,False,,full,,prompt_id=P06L;witness
probe_r2__P06L__s44,S-PROBE,R2,inplace,explosion_0,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P06L__s44.mp4,121,8,113,True,0d93b314e9462e62a7663ea161646bb1,False,probe__P06L__explosion_0__s44,full,,prompt_id=P06L
probe_r3__P06L__s44,S-PROBE,R3,inplace,explosion_0,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P06L__s44.mp4,121,8,113,True,92b39dbc144b36122ac9aa7bba8b0685,False,probe__P06L__explosion_0__s44,captions,,prompt_id=P06L
probe__P09L__point_cloud_0__s42,S-PROBE,R1,inplace,point_cloud_0,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P09L__point_cloud_0__s42.mp4,121,8,120,False,21c36e95a9c0be0c1571c828cb634e29,False,,full,,prompt_id=P09L;witness
probe_r2__P09L__s42,S-PROBE,R2,inplace,point_cloud_0,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P09L__s42.mp4,121,8,113,True,fe249237543d63f44b7990f1622f5305,False,probe__P09L__point_cloud_0__s42,full,,prompt_id=P09L
probe_r3__P09L__s42,S-PROBE,R3,inplace,point_cloud_0,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P09L__s42.mp4,121,8,113,True,bb13acbf0aaf11783ba9676c229e9a8e,False,probe__P09L__point_cloud_0__s42,captions,,prompt_id=P09L
probe__P09L__point_cloud_0__s43,S-PROBE,R1,inplace,point_cloud_0,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P09L__point_cloud_0__s43.mp4,121,8,120,False,2fd136e196bc42e3dbc328dcdda1e91b,False,,full,,prompt_id=P09L;witness
probe_r2__P09L__s43,S-PROBE,R2,inplace,point_cloud_0,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P09L__s43.mp4,121,8,113,True,b3378466d72559ffb693c9bc556b048d,False,probe__P09L__point_cloud_0__s43,full,,prompt_id=P09L
probe_r3__P09L__s43,S-PROBE,R3,inplace,point_cloud_0,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P09L__s43.mp4,121,8,113,True,fb9da765c7ae137fbeab38ae426f4324,False,probe__P09L__point_cloud_0__s43,captions,,prompt_id=P09L
probe__P09L__point_cloud_0__s44,S-PROBE,R1,inplace,point_cloud_0,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P09L__point_cloud_0__s44.mp4,121,8,120,False,0c799ea4d0b76fe13e318e8fa9825d8d,False,,full,,prompt_id=P09L;witness
probe_r2__P09L__s44,S-PROBE,R2,inplace,point_cloud_0,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P09L__s44.mp4,121,8,113,True,44293f14cc6ffaed340e444c98256e1f,False,probe__P09L__point_cloud_0__s44,full,,prompt_id=P09L
probe_r3__P09L__s44,S-PROBE,R3,inplace,point_cloud_0,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P09L__s44.mp4,121,8,113,True,298b1d9d49d8f1eb31c066de3c042ea1,False,probe__P09L__point_cloud_0__s44,captions,,prompt_id=P09L
probe__P10L__monstrosity_0__s42,S-PROBE,R1,inplace,monstrosity_0,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P10L__monstrosity_0__s42.mp4,121,8,120,False,1b0a57d953c8aa2b7548cde7f1a7475c,False,,full,,prompt_id=P10L;witness
probe_r2__P10L__s42,S-PROBE,R2,inplace,monstrosity_0,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P10L__s42.mp4,121,8,113,True,566f91418ed498906e0d066b9860788c,False,probe__P10L__monstrosity_0__s42,full,,prompt_id=P10L
probe_r3__P10L__s42,S-PROBE,R3,inplace,monstrosity_0,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P10L__s42.mp4,121,8,113,True,4c164606e77faf4236206bc929778dc9,False,probe__P10L__monstrosity_0__s42,captions,,prompt_id=P10L
probe__P10L__monstrosity_0__s43,S-PROBE,R1,inplace,monstrosity_0,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P10L__monstrosity_0__s43.mp4,121,8,120,False,335fb72bf6aa4c83ad5f3345465ce47c,False,,full,,prompt_id=P10L;witness
probe_r2__P10L__s43,S-PROBE,R2,inplace,monstrosity_0,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P10L__s43.mp4,121,8,113,True,b688653cb5287be37e4b981f11f38696,False,probe__P10L__monstrosity_0__s43,full,,prompt_id=P10L
probe_r3__P10L__s43,S-PROBE,R3,inplace,monstrosity_0,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P10L__s43.mp4,121,8,113,True,06af481999dbb4b0f336c7bb6a0a27ed,False,probe__P10L__monstrosity_0__s43,captions,,prompt_id=P10L
probe__P10L__monstrosity_0__s44,S-PROBE,R1,inplace,monstrosity_0,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P10L__monstrosity_0__s44.mp4,121,8,120,False,5514b2295d54cbfb6210442225888f79,False,,full,,prompt_id=P10L;witness
probe_r2__P10L__s44,S-PROBE,R2,inplace,monstrosity_0,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P10L__s44.mp4,121,8,113,True,c10b863c0a811f18d982b5ba663ee899,False,probe__P10L__monstrosity_0__s44,full,,prompt_id=P10L
probe_r3__P10L__s44,S-PROBE,R3,inplace,monstrosity_0,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P10L__s44.mp4,121,8,113,True,60e63c1965fd9705aa945338a65a8cc7,False,probe__P10L__monstrosity_0__s44,captions,,prompt_id=P10L
probe__P11L__water_element_3__s42,S-PROBE,R1,inplace,water_element_3,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P11L__water_element_3__s42.mp4,121,8,120,False,0ae7380e75f22bf48afeba2259dd5ef3,False,,full,,prompt_id=P11L;witness
probe_r2__P11L__s42,S-PROBE,R2,inplace,water_element_3,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P11L__s42.mp4,121,8,113,True,591399b8b42ec509a98ad489e003d9f1,False,probe__P11L__water_element_3__s42,full,,prompt_id=P11L
probe_r3__P11L__s42,S-PROBE,R3,inplace,water_element_3,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P11L__s42.mp4,121,8,113,True,fa2ba2723a4bcb6e768bbdd833e48976,False,probe__P11L__water_element_3__s42,captions,,prompt_id=P11L
probe__P11L__water_element_3__s43,S-PROBE,R1,inplace,water_element_3,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P11L__water_element_3__s43.mp4,121,8,120,False,17478efeeb53cb687588d4d99650349f,False,,full,,prompt_id=P11L;witness
probe_r2__P11L__s43,S-PROBE,R2,inplace,water_element_3,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P11L__s43.mp4,121,8,113,True,53d0e45230af04969a4e6986ebc83a80,False,probe__P11L__water_element_3__s43,full,,prompt_id=P11L
probe_r3__P11L__s43,S-PROBE,R3,inplace,water_element_3,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P11L__s43.mp4,121,8,113,True,f6c2e37d7a6ed30a9dac5232aa4a4136,False,probe__P11L__water_element_3__s43,captions,,prompt_id=P11L
probe__P11L__water_element_3__s44,S-PROBE,R1,inplace,water_element_3,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P11L__water_element_3__s44.mp4,121,8,120,False,a1831a1a6c8b37a7b3ae62f86ad019e4,False,,full,,prompt_id=P11L;witness
probe_r2__P11L__s44,S-PROBE,R2,inplace,water_element_3,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P11L__s44.mp4,121,8,113,True,e008376a658b953710245e41c8c9e41b,False,probe__P11L__water_element_3__s44,full,,prompt_id=P11L
probe_r3__P11L__s44,S-PROBE,R3,inplace,water_element_3,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P11L__s44.mp4,121,8,113,True,4159f3e5b117d3558572feb785709355,False,probe__P11L__water_element_3__s44,captions,,prompt_id=P11L
probe__P14L__fire_element_2__s42,S-PROBE,R1,inplace,fire_element_2,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P14L__fire_element_2__s42.mp4,121,8,120,False,c123faedc7da211c78e3d952668808f4,False,,full,,prompt_id=P14L;witness
probe_r2__P14L__s42,S-PROBE,R2,inplace,fire_element_2,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P14L__s42.mp4,121,8,113,True,49a65d0d40735e0cbef69b24882b5448,False,probe__P14L__fire_element_2__s42,full,,prompt_id=P14L
probe_r3__P14L__s42,S-PROBE,R3,inplace,fire_element_2,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P14L__s42.mp4,121,8,113,True,7af8cddd8abdfe10aa9b6beb88a4a422,False,probe__P14L__fire_element_2__s42,captions,,prompt_id=P14L
probe__P14L__fire_element_2__s43,S-PROBE,R1,inplace,fire_element_2,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P14L__fire_element_2__s43.mp4,121,8,120,False,39765981bee1f8c787dafa7ae49ea65d,False,,full,,prompt_id=P14L;witness
probe_r2__P14L__s43,S-PROBE,R2,inplace,fire_element_2,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P14L__s43.mp4,121,8,113,True,6262db4684c0c7fd51194705ef100be2,False,probe__P14L__fire_element_2__s43,full,,prompt_id=P14L
probe_r3__P14L__s43,S-PROBE,R3,inplace,fire_element_2,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P14L__s43.mp4,121,8,113,True,3dd2540330e151a2c29af02d004e5a92,False,probe__P14L__fire_element_2__s43,captions,,prompt_id=P14L
probe__P14L__fire_element_2__s44,S-PROBE,R1,inplace,fire_element_2,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P14L__fire_element_2__s44.mp4,121,8,120,False,bf8b1f737fae043f49ddf0eed7df277c,False,,full,,prompt_id=P14L;witness
probe_r2__P14L__s44,S-PROBE,R2,inplace,fire_element_2,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P14L__s44.mp4,121,8,113,True,b20e2687d39c81cb26dffaa78e62d4c0,False,probe__P14L__fire_element_2__s44,full,,prompt_id=P14L
probe_r3__P14L__s44,S-PROBE,R3,inplace,fire_element_2,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P14L__s44.mp4,121,8,113,True,a5baa1bdd5da3f601764570e52e42daf,False,probe__P14L__fire_element_2__s44,captions,,prompt_id=P14L
probe__P17L__color_rain_0__s42,S-PROBE,R1,inplace,color_rain_0,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P17L__color_rain_0__s42.mp4,121,8,120,False,9d226eb4371e25b6640775b9c8fc0b0e,False,,full,,prompt_id=P17L;witness
probe_r2__P17L__s42,S-PROBE,R2,inplace,color_rain_0,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P17L__s42.mp4,121,8,113,True,b27a0dafddaeeca07f92e0ae5ba2a3ac,False,probe__P17L__color_rain_0__s42,full,,prompt_id=P17L
probe_r3__P17L__s42,S-PROBE,R3,inplace,color_rain_0,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P17L__s42.mp4,121,8,113,True,47cd05f51bda67ebd3c0afca7bb0cafc,False,probe__P17L__color_rain_0__s42,captions,,prompt_id=P17L
probe__P17L__color_rain_0__s43,S-PROBE,R1,inplace,color_rain_0,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P17L__color_rain_0__s43.mp4,121,8,120,False,ea037b39f1434b3d8f2182ee7cfd6f10,False,,full,,prompt_id=P17L;witness
probe_r2__P17L__s43,S-PROBE,R2,inplace,color_rain_0,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P17L__s43.mp4,121,8,113,True,277d3aafa9f3931ce6b181a1b1f08d18,False,probe__P17L__color_rain_0__s43,full,,prompt_id=P17L
probe_r3__P17L__s43,S-PROBE,R3,inplace,color_rain_0,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P17L__s43.mp4,121,8,113,True,77dee5a03c27bc89a096226925cb5612,False,probe__P17L__color_rain_0__s43,captions,,prompt_id=P17L
probe__P17L__color_rain_0__s44,S-PROBE,R1,inplace,color_rain_0,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P17L__color_rain_0__s44.mp4,121,8,120,False,7a556369fd838570ddc60ac9f77d2677,False,,full,,prompt_id=P17L;witness
